dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,labels
0.001,15,12,7,2,2,130,162,2999.999858,31,29,519999.9688,648000.0,0,0,0.006,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,1,1,1,1,0,0,0,2,1,0,-1
6e-06,15,8,4,2,0,2084,0,166666.6608,254,0,1389333248.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1042,0,0,0,13,2,11,11,1,13,0,0,0,12,13,0,-1
1.51513,45,7,8,12,8,958,1122,12.540178,62,252,4641.185547,5185.033691,2,2,137.739097,195.914578,8491.099357,336.968594,255,1131954097,890859817,255,0.209931,0.112194,0.097737,80,140,1,136,3,1,1,1,1,3,0,0,1,16,3,0,-1
0.004759,15,8,7,4,4,568,320,1470.897201,31,29,716116.8125,403446.0938,0,0,1.232,1.065667,1.732413,1.499302,0,0,0,0,0.0,0.0,0.0,142,80,0,0,6,0,4,1,1,3,0,0,0,3,4,0,-1
0.004851,15,8,7,4,4,568,320,1443.001467,31,29,702535.5625,395794.6875,0,0,1.245333,1.103,1.752684,1.549978,0,0,0,0,0.0,0.0,0.0,142,80,0,0,8,0,5,1,1,4,0,0,0,5,5,0,-1
1.009415,45,7,8,14,18,1684,10168,30.710856,31,29,12395.29785,76115.375,3,5,77.618228,59.349882,8767.255889,7677.02994,255,1076815104,3223238047,255,0.000576,0.000461,0.000115,120,565,1,3924,1,0,5,1,1,1,0,0,1,1,1,0,-1
0.018162,45,8,8,16,18,1540,1644,1816.980416,31,29,636053.25,684065.625,4,4,1.1894,1.041353,72.199661,2.114288,255,1899881873,4053948793,255,0.000569,0.000454,0.000115,96,91,0,0,23,0,7,6,1,8,0,0,0,10,13,0,-1
1.004875,45,7,8,12,18,1580,10168,28.859312,31,29,11535.76367,76459.26563,3,5,91.321544,59.077939,9524.384341,7674.797399,255,3919481097,1775080327,255,0.000687,0.000542,0.000145,132,565,1,3924,1,0,3,1,1,1,0,0,1,1,1,0,-1
0.018904,45,8,8,40,42,2558,23162,4284.80733,31,29,1055861.125,9568768.0,7,14,0.476359,0.458725,29.452864,28.493921,255,4220493325,2096984271,255,0.000687,0.000552,0.000135,64,551,0,0,6,0,2,1,1,1,0,0,0,2,6,0,-1
0.029885,45,8,8,50,50,3062,33044,3312.698721,31,29,803346.1875,8668964.0,7,18,0.602082,0.599327,37.733807,0.995366,255,4007593114,4035715794,255,0.000649,0.000515,0.000134,61,661,0,0,2,0,4,1,1,2,0,0,0,2,7,0,-1
0.255202,45,2,8,14,6,8928,320,74.450829,31,29,259903.9219,8369.84082,4,1,19.630923,50.87,1679.083965,69.386422,255,2202597238,584259099,255,0.000863,0.000728,0.000135,638,53,0,0,3,0,3,1,1,4,0,0,0,6,6,0,-1
0.334774,45,2,8,10,12,528,8824,62.728888,31,29,11374.83789,193300.5625,1,4,37.159778,30.390637,3518.581174,3167.506385,255,2342631600,504420689,255,0.000591,0.000474,0.000117,53,735,0,0,3,0,6,1,1,4,0,0,0,5,8,0,-1
0.319333,45,8,8,28,28,4456,2976,172.234007,31,29,107649.3828,71899.86719,7,7,11.810703,11.773593,699.632844,18.538887,255,1810963227,1814032675,255,0.001604,0.001443,0.000161,159,106,0,0,7,0,3,1,1,3,0,0,0,5,7,0,-1
1.157878,45,7,8,14,18,1684,10168,26.773113,31,29,10805.97363,66355.86719,3,5,89.041002,68.083588,8833.808271,7734.868886,255,1122460963,3352804077,255,0.000577,0.000454,0.000123,120,565,1,3924,2,0,7,1,1,2,0,0,1,4,3,0,-1
1.187104,45,7,8,14,18,1684,10168,26.113972,31,29,10539.93555,64722.21484,3,5,91.286305,69.800706,8994.251313,7890.717142,255,779231608,2929796401,255,0.000714,0.000488,0.000226,120,565,1,3924,3,0,2,1,1,1,0,0,1,5,1,0,-1
8e-06,15,8,4,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,1,1,1,3,0,0,0,1,3,0,-1
0.013392,45,8,8,16,18,1540,1644,2464.157622,31,29,862604.5,927718.0,4,4,0.871533,0.761,60.194069,1.396863,255,2747145634,2749077030,255,0.000568,0.000453,0.000115,96,91,0,0,11,0,8,6,1,6,0,0,0,9,10,0,-1
0.323798,45,8,8,122,126,7820,15736,762.821263,31,29,191625.6406,385721.9688,30,32,2.741085,2.586184,251.612109,247.063234,255,1681421515,1682440933,255,0.000653,0.000519,0.000134,64,125,0,0,8,0,3,1,1,1,0,0,0,2,11,0,-1
0.100908,45,8,8,22,14,1470,1728,346.850609,31,29,111309.3125,127244.625,5,4,4.805143,7.707,419.26388,15.21305,255,2932256546,2932574727,255,0.000721,0.000594,0.000127,67,123,0,0,11,0,1,1,1,1,0,0,0,2,6,0,-1
0.278437,45,5,8,126,126,12648,13306,901.460691,31,29,360526.8125,379288.6875,35,33,2.301132,2.314342,245.889013,248.837026,255,540634799,540926052,255,0.000766,0.000594,0.000172,100,106,0,0,1,0,6,1,1,1,0,0,0,1,1,0,-1
0.018754,45,5,8,106,114,9400,12298,11677.5089,31,29,3972272.5,5200384.0,26,31,0.188306,0.1724,11.437936,10.711505,255,2276554495,127315553,255,0.000785,0.000642,0.000143,89,108,0,0,1,0,1,1,1,1,0,0,0,2,1,0,-1
0.285184,45,8,8,10,6,582,268,52.597622,254,252,14699.28223,6283.662598,2,1,29.232,51.901602,1521.844337,82.189969,255,1504636014,767363923,255,0.09041,0.025668,0.064742,58,45,0,0,6,1,2,2,2,4,0,0,0,2,4,0,-1
0.055324,45,8,8,72,74,4238,63516,2620.924041,31,29,604439.3125,9060516.0,7,30,0.773845,0.750288,52.209786,50.74489,255,1376253966,1376544403,255,0.00067,0.000544,0.000126,59,858,0,0,8,0,1,1,1,2,0,0,0,3,4,0,-1
0.074205,45,2,8,6,8,320,1932,175.190342,31,29,28785.12109,182305.7656,1,2,14.7794,10.525286,1035.284651,25.502795,255,1745801979,1849598035,255,0.000674,0.000525,0.000149,53,242,0,0,1,0,1,1,1,1,0,0,0,2,1,0,-1
0.66128,45,8,8,10,8,534,354,25.707719,254,252,5819.018066,3750.30249,2,1,73.371222,83.64543,5054.526032,132.547797,255,15505807,3756006509,255,0.130402,0.075759,0.054643,53,44,0,0,4,1,1,1,1,3,0,0,0,2,3,0,-1
5e-06,15,8,4,2,0,78,0,200000.0051,254,0,62400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,5,2,1,1,1,2,0,0,0,1,2,0,-1
0.813835,45,8,8,12,8,1004,772,23.346255,254,252,9053.431641,6645.081543,3,2,69.95,100.519,3827.594516,137.080984,255,910925495,2300392826,255,0.145343,0.110197,0.035146,84,97,0,0,4,1,10,1,1,4,0,0,0,1,4,0,-1
0.001037,15,12,7,2,2,132,164,2892.960519,31,29,509161.0625,632594.0625,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,3,0,1,2,1,1,0,0,0,8,2,0,-1
0.0,36,8,4,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.716,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,-1
0.005628,45,8,8,22,24,2054,2478,7995.735588,31,29,2787491.0,3375977.25,6,6,0.252095,0.221913,15.465172,13.549959,255,2046975149,2047253627,255,0.000771,0.000515,0.000256,93,103,0,0,7,0,2,1,1,2,0,0,0,3,5,0,-1
0.223437,45,2,8,14,6,8928,320,85.035157,31,29,296853.25,9559.742188,4,1,17.187461,44.569801,1580.76142,67.508344,255,1436039491,1745537074,255,0.000588,0.000465,0.000123,638,53,0,0,3,0,2,1,1,4,0,0,0,3,3,0,-1
0.731257,45,8,8,68,106,4380,114238,236.578925,31,29,47217.32422,1237988.75,8,44,10.909508,6.959743,2274.221481,1815.284694,255,3940408796,1806899271,255,0.000609,0.000479,0.00013,64,1078,0,0,8,0,5,2,1,6,0,0,0,2,10,0,-1
0.001011,15,12,7,2,2,132,164,2967.359007,31,29,522255.1875,648862.5,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,0,2,1,1,1,0,0,0,5,1,0,-1
0.0,36,8,4,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.652,0.0,10.954511,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,-1
5.364351,45,8,8,424,858,23912,1094788,238.798701,31,29,35577.08984,1630785.25,38,390,12.711014,6.258921,5012.194043,3516.000707,255,2514329582,2523468182,255,0.000566,0.000452,0.000114,56,1276,0,0,11,0,1,1,1,5,0,0,0,4,8,0,-1
0.001031,15,12,7,2,2,146,178,2909.796171,31,29,566440.3125,690591.625,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,2,1,1,1,0,0,0,2,6,0,-1
0.000986,15,12,7,2,2,146,178,3042.596172,31,29,592292.0625,722109.5,0,0,0.005,0.004,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,7,1,1,2,0,0,0,3,2,0,-1
0.001627,15,8,7,4,4,544,304,4302.396921,31,29,2006146.25,1121081.75,0,0,0.426667,0.194,0.59774,0.26941,0,0,0,0,0.0,0.0,0.0,136,76,0,0,5,0,2,1,1,6,0,0,0,2,8,0,-1
0.005518,45,8,8,22,24,2054,2478,8155.128511,31,29,2843059.0,3443276.5,6,6,0.2593,0.21313,15.494053,12.82522,255,3819266894,1669998229,255,0.000705,0.000607,9.8e-05,93,103,0,0,7,0,3,1,1,1,0,0,0,1,3,0,-1
0.047456,45,2,8,6,8,320,1826,273.937964,31,29,45010.11328,269386.375,1,2,9.4298,6.71,658.049911,16.126248,255,2358704907,223485194,255,0.000603,0.00048,0.000123,53,228,0,0,3,0,5,1,1,7,0,0,0,6,5,0,-1
0.01714,45,8,8,40,38,2542,18404,4492.415613,31,29,1157059.625,8364061.0,7,13,0.427205,0.448432,27.757946,0.772613,255,1297296076,1332980282,255,0.000653,0.000539,0.000114,64,484,0,0,7,0,2,1,1,1,0,0,0,3,7,0,-1
0.860561,45,8,8,14,12,774,642,29.050816,254,252,6684.011719,5475.498047,4,3,64.334692,68.928273,3850.811658,104.659523,255,3998837415,2444280363,255,0.161784,0.102342,0.059442,55,54,0,0,4,1,3,2,1,4,0,0,0,2,4,0,-1
0.001137,15,12,7,2,2,146,178,2638.522328,31,29,513632.3438,626209.3125,0,0,0.006,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,2,1,1,1,0,0,0,4,5,0,-1
3.89736,45,8,8,238,438,13662,548216,173.194158,31,29,27926.5957,1122739.5,21,197,16.443211,8.917407,5386.942303,3972.317473,255,684885399,691355766,255,0.000563,0.000448,0.000115,57,1252,0,0,14,0,2,1,1,5,0,0,0,3,12,0,-1
0.001128,15,12,7,2,2,146,178,2659.574528,31,29,517730.5,631205.6875,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,2,1,1,10,0,0,0,4,2,0,-1
0.004688,45,2,8,10,12,528,8824,4479.522336,31,29,812286.6875,13803755.0,1,4,0.486444,0.382273,37.444563,21.901608,255,4171656256,2034849337,255,0.000601,0.000477,0.000124,53,735,0,0,3,0,10,1,1,4,0,0,0,13,3,0,-1
0.00533,45,8,8,22,24,1920,4312,8442.77662,31,29,2751219.5,6203377.0,6,6,0.237762,0.211,14.897834,12.210165,255,3057566210,908203561,255,0.000616,0.000472,0.000144,87,180,0,0,6,0,2,1,1,1,0,0,0,3,4,0,-1
0.143966,45,8,7,6,2,986,86,48.62259,62,252,45677.44922,2389.452881,2,1,28.7932,0.004,1829.847521,0.0,255,2435173048,566037013,255,0.128474,0.06734,0.061134,164,43,0,0,12,3,7,7,1,12,0,0,0,7,12,0,-1
1.647142,45,8,8,10,8,534,354,10.320907,254,252,2336.167725,1505.638184,2,1,177.263333,220.341578,10391.11964,399.658,255,4219828404,2787129590,255,0.195633,0.104748,0.090885,53,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0,-1
0.383178,45,2,8,8,12,424,8824,49.585311,31,29,7745.747559,168882.3438,1,4,54.69457,34.790273,3232.558525,2570.068392,255,1755902926,842106942,255,0.000638,0.000479,0.000159,53,735,0,0,3,0,3,1,1,4,0,0,0,3,4,0,-1
0.19063,45,11,8,52,54,2934,3742,550.805214,31,29,120778.4688,154141.5313,11,15,3.884163,3.586453,496.824994,20.306414,255,2444661228,296099767,255,0.000684,0.000545,0.000139,56,69,0,0,1,0,4,1,1,4,1,1,0,5,1,0,-1
0.0,36,8,4,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.84,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,-1
0.014824,45,8,8,44,46,2766,27770,6003.777582,31,29,1459255.25,14661090.0,7,16,0.353732,0.325205,19.345727,18.694477,255,1885210765,1885526628,255,0.000616,0.000506,0.00011,63,604,0,0,4,0,4,1,1,1,0,0,0,2,9,0,-1
0.0132,45,8,8,34,36,2230,13500,5227.272756,31,29,1312121.25,7954545.5,7,11,0.398219,0.372294,36.660845,34.96211,255,1527461503,3677312931,255,0.000665,0.000536,0.000129,66,375,0,0,7,0,2,1,1,1,0,0,0,3,6,0,-1
0.04997,45,8,8,68,70,4014,59460,2741.644933,31,29,633179.875,9383390.0,7,28,0.752515,0.715783,46.154914,44.891463,255,678212643,2842474722,255,0.000722,0.000575,0.000147,59,849,0,0,6,0,9,1,1,1,0,0,0,3,9,0,-1
0.001029,15,12,7,2,2,130,162,2915.451794,31,29,505344.9688,629737.5625,0,0,0.008,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,0,1,1,1,1,0,0,0,3,1,0,-1
3e-06,45,8,6,2,0,90,0,333333.3215,254,0,119999992.0,0.0,1,0,0.003,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,5,6,2,1,1,4,0,0,0,3,4,0,-1
1.012527,45,7,8,14,18,1684,10168,30.616468,31,29,12357.20117,75881.4375,3,5,77.856308,59.527706,8766.763288,7675.440122,255,1582467619,1583496251,255,0.000695,0.000552,0.000143,120,565,1,3924,1,0,3,1,1,2,0,0,1,1,2,0,-1
13.108863,45,7,8,350,746,18682,1087890,83.531273,31,29,11368.79688,663021.375,2,370,37.560265,17.595111,2258.658586,1503.507075,255,3362898099,1214919675,255,0.000629,0.0005,0.000129,53,1458,1,524288,2,0,2,1,1,2,0,0,1,2,3,0,-1
0.457468,45,8,8,10,6,1294,268,32.789178,254,252,20373.00977,3917.213867,2,1,48.887444,82.167203,2432.544166,102.647023,255,724920616,4044521118,255,0.089132,0.046622,0.04251,129,45,0,0,11,1,2,2,1,11,0,0,0,2,11,0,-1
0.004491,45,8,8,22,14,1470,1728,7793.364558,31,29,2501002.0,2859051.5,5,4,0.213857,0.287846,13.135173,0.38054,255,3976897218,1831843320,255,0.000746,0.000618,0.000128,67,123,0,0,3,0,4,2,1,1,0,0,0,3,6,0,-1
1.574812,45,8,8,16,10,942,556,15.87491,254,252,4490.694824,2545.065674,5,3,104.033331,159.527219,5789.294092,271.34025,255,100299852,1157998356,255,0.244914,0.139062,0.105852,59,56,0,0,5,1,1,1,1,1,0,0,0,2,1,0,-1
0.016882,45,8,8,48,50,2958,32642,5745.764553,31,29,1372823.125,15159341.0,7,18,0.352362,0.334143,20.034825,19.421104,255,907761839,923008914,255,0.000631,0.000506,0.000125,62,653,0,0,6,0,2,1,1,1,0,0,0,2,5,0,-1
0.645852,45,8,7,6,2,978,86,10.838396,62,252,10095.19141,532.629761,2,1,129.1704,0.004,6753.612794,0.0,255,3733728901,3011145391,255,0.421886,0.339854,0.082032,163,43,0,0,3,3,2,2,1,3,0,0,0,2,3,0,-1
15.105646,45,8,8,442,858,24848,1094788,85.994335,31,29,13129.92481,579128.0625,38,390,34.330282,17.625603,14216.16328,10187.46392,255,2987822364,869187072,255,0.000617,0.000504,0.000113,56,1276,0,0,5,0,3,1,1,2,0,0,0,2,5,0,-1
1.181964,45,7,8,12,18,1580,10168,24.535433,31,29,9807.405273,65003.66797,3,5,107.416634,69.499176,11057.36958,8903.54161,255,1757468487,1758546314,255,0.000589,0.000473,0.000116,132,565,1,3924,1,0,1,1,1,2,0,0,1,2,2,0,-1
0.001082,15,12,7,2,2,146,178,2772.643321,31,29,539741.25,658040.6875,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,2,1,1,1,0,0,0,2,2,0,-1
3e-06,15,8,4,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,2,0,0,0,1,3,0,-1
0.047958,45,8,8,72,74,4238,63516,3023.478783,31,29,697276.75,10452145.0,7,30,0.700794,0.649479,43.077926,41.506406,255,1813540952,1813847615,255,0.000651,0.000537,0.000114,59,858,0,0,12,0,2,1,1,1,0,0,0,4,3,0,-1
0.034685,45,8,8,64,66,3806,54798,3719.186885,31,29,864235.25,12447571.0,7,26,0.562984,0.532828,30.524292,29.222912,255,3022598217,3022904211,255,0.000701,0.000575,0.000126,59,830,0,0,9,0,2,1,1,2,0,0,0,2,3,0,-1
1.048028,45,7,8,12,18,1580,10168,27.671017,31,29,11060.77344,73311.01563,3,5,95.244091,61.620003,9780.062639,7875.749577,255,559658889,2705994068,255,0.000608,0.000483,0.000125,132,565,1,3924,1,0,4,1,1,8,0,0,1,3,1,0,-1
0.440931,45,8,8,10,6,534,268,34.018929,254,252,8726.989258,4064.12793,2,1,47.483778,68.310203,2473.479292,105.705172,255,4236151165,2158410665,255,0.15702,0.099371,0.057649,53,45,0,0,6,1,1,1,1,5,0,0,0,2,5,0,-1
0.222376,45,2,8,14,6,8928,320,85.440873,31,29,298269.5938,9605.352539,4,1,17.105846,44.357801,1578.192081,67.523781,255,2510509839,2820052383,255,0.000567,0.000461,0.000106,638,53,0,0,3,0,5,1,1,5,0,0,0,3,3,0,-1
0.00285,45,2,8,6,8,320,1910,4561.403432,31,29,749473.6875,4693333.5,1,2,0.5078,0.340143,28.689631,0.551285,255,986848848,3140148523,255,0.000579,0.000463,0.000116,53,239,0,0,3,0,6,1,1,8,0,0,0,6,3,0,-1
0.001811,15,12,7,2,2,146,178,1656.543298,31,29,322473.75,393152.9375,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,2,2,2,2,0,0,0,4,4,0,-1
1.123206,45,7,8,14,18,1684,10168,27.599567,31,29,11139.54102,68404.19531,3,5,86.373079,66.039118,8999.137023,7879.200702,255,3740412629,3741315290,255,0.000674,0.000538,0.000136,120,565,1,3924,2,0,1,1,1,2,0,0,1,1,1,0,-1
0.001058,15,12,7,2,2,130,162,2835.538689,31,29,491493.375,612476.375,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,3,1,1,3,0,0,0,2,3,0,-1
0.016962,45,8,8,34,36,2230,13500,4067.916702,31,29,1021106.063,6190308.0,7,11,0.519719,0.482824,37.494112,36.143878,255,2800279204,651000737,255,0.000671,0.000538,0.000133,66,375,0,0,6,0,5,1,1,1,0,0,0,2,5,0,-1
0.041921,45,8,8,60,62,3614,50036,2886.381463,31,29,678228.0625,9394623.0,7,24,0.705339,0.678213,46.933176,45.623113,255,3369648371,3369958732,255,0.000655,0.00054,0.000115,60,807,0,0,3,0,5,1,1,1,0,0,0,3,6,0,-1
0.068179,45,8,8,48,50,2958,32642,1422.725547,31,29,339928.75,3753648.75,7,18,1.44266,1.381184,80.681739,79.12145,255,4151654900,4168193303,255,0.000625,0.000497,0.000128,62,653,0,0,8,0,2,1,1,5,0,0,0,1,7,0,-1
0.067681,45,8,8,50,50,3062,32642,1462.744353,31,29,354722.9063,3781268.0,7,18,1.374776,1.428064,85.759718,2.327157,255,2055506047,4254112509,255,0.001724,0.000559,0.001165,61,653,0,0,2,0,4,1,1,1,0,0,0,2,6,0,-1
0.46769,45,8,8,10,6,600,268,32.072527,254,252,9236.887695,3831.5979,2,1,51.833667,79.832203,2556.045285,127.508008,255,31653278,1280398922,255,0.118381,0.068524,0.049857,60,45,0,0,6,1,1,2,1,3,0,0,0,2,3,0,-1
0.001069,15,12,7,2,2,146,178,2806.361109,31,29,546304.9375,666043.0625,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,2,2,1,1,0,0,0,2,4,0,-1
0.379495,45,8,8,28,30,4480,3080,150.199609,31,29,91068.39844,62778.16797,7,7,14.043037,13.065275,747.363179,18.616695,255,1676032542,1704132052,255,0.000766,0.000599,0.000167,160,103,0,0,10,0,5,1,1,3,0,0,0,4,7,0,-1
0.001017,15,12,7,2,2,146,178,2949.852669,31,29,574238.0,700098.375,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,4,2,1,1,0,0,0,2,4,0,-1
0.120939,45,8,8,72,74,4238,63516,1198.951523,31,29,276503.0313,4144767.25,7,30,1.698831,1.649164,103.296055,101.629023,255,1818312344,3963984426,255,0.000674,0.000541,0.000133,59,858,0,0,6,0,3,1,1,2,0,0,0,3,5,0,-1
0.0,36,8,4,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.7,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,-1
0.476907,45,5,8,62,58,5928,8010,249.524533,31,29,97847.16406,132050.9063,14,17,7.818147,8.355369,483.540402,502.681258,255,1872652285,4018276733,255,0.000658,0.000532,0.000126,96,138,0,0,2,0,2,1,1,2,0,0,0,3,1,0,-1
0.000907,15,12,7,2,2,146,178,3307.607572,31,29,643880.9375,785005.5,0,0,0.001,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,4,1,1,2,0,0,0,6,4,0,-1
0.000977,15,12,7,2,2,130,162,3070.624396,31,29,532241.5625,663254.875,0,0,0.001,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,4,1,1,2,0,0,0,2,2,0,-1
0.917164,15,8,7,4,4,520,304,7.632223,31,29,3401.790527,1988.739136,0,0,280.004656,236.315,395.981438,334.19775,0,0,0,0,0.0,0.0,0.0,130,76,0,0,11,0,9,1,1,3,0,0,0,12,5,0,-1
1.095641,45,8,8,10,8,610,354,15.516031,254,252,4008.612305,2263.515137,2,1,118.466,141.187141,6590.018718,271.500219,255,2544319845,113914223,255,0.22098,0.107326,0.113654,61,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0,-1
17.39233,45,8,8,16,18,1272,2572,1.897388,31,29,548.74762,1117.734131,4,4,1159.465667,1023.040375,90745.77169,2494.2565,255,3984868748,3985204459,255,0.000789,0.000637,0.000152,80,143,0,0,8,0,10,1,1,1,0,0,0,8,11,0,-1
0.048777,45,8,8,66,68,3926,57474,2726.695008,31,29,634233.375,9287820.0,7,27,0.756719,0.731864,0.0,50.008378,255,327011330,2494309455,255,0.000584,0.00047,0.000114,59,845,0,0,8,0,4,1,1,3,0,0,0,6,7,0,-1
0.409362,15,8,7,4,4,568,312,17.09978,31,29,8325.150391,4572.969727,0,0,123.344336,114.992,174.42675,162.615469,0,0,0,0,0.0,0.0,0.0,142,78,0,0,6,0,5,1,1,2,0,0,0,4,9,0,-1
0.004724,45,8,8,18,18,4528,2456,7408.975264,31,29,7243014.0,3928873.75,7,7,0.259941,0.246,12.942798,0.330519,255,3074135267,3077051181,255,0.000678,0.000539,0.000139,252,136,0,0,11,0,10,1,1,4,0,0,0,6,9,0,-1
0.001022,15,12,7,2,2,146,178,2935.420795,31,29,571428.5625,696673.1875,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,5,1,1,1,0,0,0,3,4,0,-1
